Dependency=Geometry Building Number Units MF	Dependency=Geometry Stories	Option=Left	Option=Middle	Option=None	Option=Not Applicable	Option=Right	sampling_probability
4	5	0	0	0	1	0	0
5	5	0	0	0	1	0	2.53891e-05
6	5	0.5	0	0	0	0.5	0.000167673
7	5	0.5	0	0	0	0.5	6.29012e-05
8	5	0.5	0	0	0	0.5	0.00011157
9	5	0.5	0	0	0	0.5	3.01228e-05
10	5	0.5	0	0	0	0.5	0.000230771
11	5	0.454545	0.0909091	0	0	0.454545	2.0321e-05
12	5	0.416667	0.166667	0	0	0.416667	0.000285636
13	5	0.384615	0.230769	0	0	0.384615	2.01105e-05
14	5	0.357143	0.285714	0	0	0.357143	9.23762e-05
15	5	0.333333	0.333333	0	0	0.333333	6.22927e-05
16	5	0.3125	0.375	0	0	0.3125	0.000187184
17	5	0.294118	0.411765	0	0	0.294118	2.67445e-05
18	5	0.277778	0.444444	0	0	0.277778	3.12947e-05
19	5	0.263158	0.473684	0	0	0.263158	0
20	5	0.5	0	0	0	0.5	0.000439597
24	5	0.416667	0.166667	0	0	0.416667	0.000242119
30	5	0.333333	0.333333	0	0	0.333333	0.000532567
36	5	0.277778	0.444444	0	0	0.277778	0.000294634
43	5	0.232558	0.534884	0	0	0.232558	0.000844222
67	5	0.149254	0.701493	0	0	0.149254	0.00257149
116	5	0.0862069	0.827586	0	0	0.0862069	0.000520402
183	5	0.0546448	0.89071	0	0	0.0546448	0.000442632
323	5	0.0309598	0.93808	0	0	0.0309598	0.00026323
None	5	0	0	1	0	0	0
2	6	0	0	0	1	0	0
3	6	0	0	0	1	0	0
4	6	0	0	0	1	0	0
5	6	0	0	0	1	0	5.73471e-06
6	6	0	0	0	1	0	3.78727e-05
7	6	0.5	0	0	0	0.5	1.42076e-05
8	6	0.5	0	0	0	0.5	2.52006e-05
9	6	0.5	0	0	0	0.5	6.80392e-06
10	6	0.5	0	0	0	0.5	0.000117055
11	6	0.5	0	0	0	0.5	1.03075e-05
12	6	0.5	0	0	0	0.5	0.000144884
13	6	0.461538	0.0769231	0	0	0.461538	1.02007e-05
14	6	0.428571	0.142857	0	0	0.428571	4.68562e-05
15	6	0.4	0.2	0	0	0.4	3.15969e-05
16	6	0.375	0.25	0	0	0.375	9.49461e-05
17	6	0.352941	0.294118	0	0	0.352941	1.35657e-05
18	6	0.333333	0.333333	0	0	0.333333	1.58737e-05
19	6	0.315789	0.368421	0	0	0.315789	0
20	6	0.3	0.4	0	0	0.3	0.000326049
24	6	0.5	0	0	0	0.5	0.00017958
30	6	0.4	0.2	0	0	0.4	0.000395004
36	6	0.333333	0.333333	0	0	0.333333	0.00021853
43	6	0.27907	0.44186	0	0	0.27907	0.000626158
67	6	0.179104	0.641791	0	0	0.179104	0.00287352
116	6	0.103448	0.793103	0	0	0.103448	0.000581526
183	6	0.0655738	0.868852	0	0	0.0655738	0.000494621
323	6	0.0371517	0.925697	0	0	0.0371517	0.000294147
None	6	0	0	1	0	0	0
2	7	0	0	0	1	0	0
3	7	0	0	0	1	0	0
4	7	0	0	0	1	0	0
5	7	0	0	0	1	0	2.46534e-06
6	7	0	0	0	1	0	1.62814e-05
7	7	0	0	0	1	0	6.10784e-06
8	7	0.5	0	0	0	0.5	1.08337e-05
9	7	0.5	0	0	0	0.5	2.92499e-06
10	7	0.5	0	0	0	0.5	7.60071e-06
11	7	0.5	0	0	0	0.5	6.69294e-07
12	7	0.5	0	0	0	0.5	9.40775e-06
13	7	0.5	0	0	0	0.5	6.62362e-07
14	7	0.5	0	0	0	0.5	3.04252e-06
15	7	0.466667	0.0666667	0	0	0.466667	2.05168e-06
16	7	0.4375	0.125	0	0	0.4375	6.16513e-06
17	7	0.411765	0.176471	0	0	0.411765	8.80859e-07
18	7	0.388889	0.222222	0	0	0.388889	1.03073e-06
19	7	0.368421	0.263158	0	0	0.368421	0
20	7	0.35	0.3	0	0	0.35	0.000142796
24	7	0.291667	0.416667	0	0	0.291667	7.86488e-05
30	7	0.466667	0.0666667	0	0	0.466667	0.000172996
36	7	0.388889	0.222222	0	0	0.388889	9.57075e-05
43	7	0.325581	0.348837	0	0	0.325581	0.000274233
67	7	0.208955	0.58209	0	0	0.208955	0.00031323
116	7	0.12069	0.758621	0	0	0.12069	6.33896e-05
183	7	0.0765027	0.846995	0	0	0.0765027	5.39165e-05
323	7	0.0433437	0.913313	0	0	0.0433437	3.20637e-05
None	7	0	0	1	0	0	0
2	8	0	0	0	1	0	0
3	8	0	0	0	1	0	0
4	8	0	0	0	1	0	0
5	8	0	0	0	1	0	0
6	8	0	0	0	1	0	0
7	8	0	0	0	1	0	0
8	8	0	0	0	1	0	0
9	8	0.5	0	0	0	0.5	0
10	8	0.5	0	0	0	0.5	4.61103e-05
11	8	0.5	0	0	0	0.5	0
12	8	0.5	0	0	0	0.5	0
13	8	0.5	0	0	0	0.5	0
14	8	0.5	0	0	0	0.5	0
15	8	0.5	0	0	0	0.5	0
16	8	0.5	0	0	0	0.5	0.000127041
17	8	0.470588	0.0588235	0	0	0.470588	0
18	8	0.444444	0.111111	0	0	0.444444	0
19	8	0.421053	0.157895	0	0	0.421053	0
20	8	0.4	0.2	0	0	0.4	0
24	8	0.333333	0.333333	0	0	0.333333	0
30	8	0.266667	0.466667	0	0	0.266667	0
36	8	0.444444	0.111111	0	0	0.444444	0
43	8	0.372093	0.255814	0	0	0.372093	0
67	8	0.238806	0.522388	0	0	0.238806	0.000233172
116	8	0.137931	0.724138	0	0	0.137931	0.000424768
183	8	0.0874317	0.825137	0	0	0.0874317	0.000226918
323	8	0.0495356	0.900929	0	0	0.0495356	0.000500646
None	8	0	0	1	0	0	0
2	9	0	0	0	1	0	0
3	9	0	0	0	1	0	0
4	9	0	0	0	1	0	0
5	9	0	0	0	1	0	1.25825e-05
6	9	0	0	0	1	0	2.31438e-05
7	9	0	0	0	1	0	0
8	9	0	0	0	1	0	1.55395e-05
9	9	0	0	0	1	0	1.47526e-05
10	9	0.5	0	0	0	0.5	0
11	9	0.5	0	0	0	0.5	0
12	9	0.5	0	0	0	0.5	0
13	9	0.5	0	0	0	0.5	0
14	9	0.5	0	0	0	0.5	0
15	9	0.5	0	0	0	0.5	0
16	9	0.5	0	0	0	0.5	0
17	9	0.5	0	0	0	0.5	0
18	9	0.5	0	0	0	0.5	0
19	9	0.473684	0.0526316	0	0	0.473684	0
20	9	0.45	0.1	0	0	0.45	1.81332e-05
24	9	0.375	0.25	0	0	0.375	1.25177e-05
30	9	0.3	0.4	0	0	0.3	4.91977e-05
36	9	0.5	0	0	0	0.5	0
43	9	0.418605	0.162791	0	0	0.418605	6.30628e-06
67	9	0.268657	0.462687	0	0	0.268657	0.000194874
116	9	0.155172	0.689655	0	0	0.155172	0.000355
183	9	0.0983607	0.803279	0	0	0.0983607	0.000189647
323	9	0.0557276	0.888545	0	0	0.0557276	0.000418416
None	9	0	0	1	0	0	0
2	10	0	0	0	1	0	0
3	10	0	0	0	1	0	0
4	10	0	0	0	1	0	0
5	10	0	0	0	1	0	0
6	10	0	0	0	1	0	0
7	10	0	0	0	1	0	0
8	10	0	0	0	1	0	0
9	10	0	0	0	1	0	0
10	10	0	0	0	1	0	0
11	10	0.5	0	0	0	0.5	0
12	10	0.5	0	0	0	0.5	0
13	10	0.5	0	0	0	0.5	0
14	10	0.5	0	0	0	0.5	0
15	10	0.5	0	0	0	0.5	0
16	10	0.5	0	0	0	0.5	0
17	10	0.5	0	0	0	0.5	0
18	10	0.5	0	0	0	0.5	0
19	10	0.5	0	0	0	0.5	0
20	10	0.5	0	0	0	0.5	2.67151e-05
24	10	0.416667	0.166667	0	0	0.416667	1.8442e-05
30	10	0.333333	0.333333	0	0	0.333333	7.24815e-05
36	10	0.277778	0.444444	0	0	0.277778	0
43	10	0.465116	0.0697674	0	0	0.465116	9.29085e-06
67	10	0.298507	0.402985	0	0	0.298507	0.000235054
116	10	0.172414	0.655172	0	0	0.172414	0.000428196
183	10	0.10929	0.781421	0	0	0.10929	0.000228749
323	10	0.0619195	0.876161	0	0	0.0619195	0.000504686
None	10	0	0	1	0	0	0
2	11	0	0	0	1	0	0
3	11	0	0	0	1	0	0
4	11	0	0	0	1	0	0
5	11	0	0	0	1	0	0
6	11	0	0	0	1	0	0
7	11	0	0	0	1	0	0
8	11	0	0	0	1	0	0
9	11	0	0	0	1	0	0
10	11	0	0	0	1	0	0
11	11	0	0	0	1	0	0
12	11	0.5	0	0	0	0.5	0
13	11	0.5	0	0	0	0.5	0
14	11	0.5	0	0	0	0.5	0
15	11	0.5	0	0	0	0.5	0
16	11	0.5	0	0	0	0.5	0
17	11	0.5	0	0	0	0.5	0
18	11	0.5	0	0	0	0.5	0
19	11	0.5	0	0	0	0.5	0
20	11	0.5	0	0	0	0.5	6.44026e-06
24	11	0.458333	0.0833333	0	0	0.458333	4.44584e-06
30	11	0.366667	0.266667	0	0	0.366667	1.74733e-05
36	11	0.305556	0.388889	0	0	0.305556	0
43	11	0.255814	0.488372	0	0	0.255814	2.23977e-06
67	11	0.328358	0.343284	0	0	0.328358	0.000143257
116	11	0.189655	0.62069	0	0	0.189655	0.00026097
183	11	0.120219	0.759563	0	0	0.120219	0.000139414
323	11	0.0681115	0.863777	0	0	0.0681115	0.000307589
None	11	0	0	1	0	0	0
2	12	0	0	0	1	0	0
3	12	0	0	0	1	0	0
4	12	0	0	0	1	0	0
5	12	0	0	0	1	0	0
6	12	0	0	0	1	0	0
7	12	0	0	0	1	0	0
8	12	0	0	0	1	0	0
9	12	0	0	0	1	0	0
10	12	0	0	0	1	0	0
11	12	0	0	0	1	0	0
12	12	0	0	0	1	0	0
13	12	0.5	0	0	0	0.5	0
14	12	0.5	0	0	0	0.5	0
15	12	0.5	0	0	0	0.5	0
16	12	0.5	0	0	0	0.5	0
17	12	0.5	0	0	0	0.5	0
18	12	0.5	0	0	0	0.5	0
19	12	0.5	0	0	0	0.5	0
20	12	0.5	0	0	0	0.5	1.27825e-05
24	12	0.5	0	0	0	0.5	8.82399e-06
30	12	0.4	0.2	0	0	0.4	3.46805e-05
36	12	0.333333	0.333333	0	0	0.333333	0
43	12	0.27907	0.44186	0	0	0.27907	4.44543e-06
67	12	0.358209	0.283582	0	0	0.358209	0.000279374
116	12	0.206897	0.586207	0	0	0.206897	0.000508933
183	12	0.131148	0.737705	0	0	0.131148	0.00027188
323	12	0.0743034	0.851393	0	0	0.0743034	0.000599846
None	12	0	0	1	0	0	0
2	13	0	0	0	1	0	0
3	13	0	0	0	1	0	0
4	13	0	0	0	1	0	0
5	13	0	0	0	1	0	0
6	13	0	0	0	1	0	0
7	13	0	0	0	1	0	0
8	13	0	0	0	1	0	0
9	13	0	0	0	1	0	0
10	13	0	0	0	1	0	0
11	13	0	0	0	1	0	0
12	13	0	0	0	1	0	0
13	13	0	0	0	1	0	0
14	13	0.5	0	0	0	0.5	0
15	13	0.5	0	0	0	0.5	0
16	13	0.5	0	0	0	0.5	0
17	13	0.5	0	0	0	0.5	0
18	13	0.5	0	0	0	0.5	0
19	13	0.5	0	0	0	0.5	0
20	13	0.5	0	0	0	0.5	0
24	13	0.5	0	0	0	0.5	0
30	13	0.433333	0.133333	0	0	0.433333	0
36	13	0.361111	0.277778	0	0	0.361111	0
43	13	0.302326	0.395349	0	0	0.302326	0
67	13	0.38806	0.223881	0	0	0.38806	0.000161844
116	13	0.224138	0.551724	0	0	0.224138	0.00029483
183	13	0.142077	0.715847	0	0	0.142077	0.000157503
323	13	0.0804954	0.839009	0	0	0.0804954	0.000347497
None	13	0	0	1	0	0	0
2	14	0	0	0	1	0	0
3	14	0	0	0	1	0	0
4	14	0	0	0	1	0	0
5	14	0	0	0	1	0	0
6	14	0	0	0	1	0	0
7	14	0	0	0	1	0	0
8	14	0	0	0	1	0	0
9	14	0	0	0	1	0	0
10	14	0	0	0	1	0	0
11	14	0	0	0	1	0	0
12	14	0	0	0	1	0	0
13	14	0	0	0	1	0	0
14	14	0	0	0	1	0	0
15	14	0.5	0	0	0	0.5	0
16	14	0.5	0	0	0	0.5	0
17	14	0.5	0	0	0	0.5	0
18	14	0.5	0	0	0	0.5	0
19	14	0.5	0	0	0	0.5	0
20	14	0.5	0	0	0	0.5	0
24	14	0.5	0	0	0	0.5	0
30	14	0.466667	0.0666667	0	0	0.466667	0
36	14	0.388889	0.222222	0	0	0.388889	0
43	14	0.325581	0.348837	0	0	0.325581	0
67	14	0.41791	0.164179	0	0	0.41791	0.000194045
116	14	0.241379	0.517241	0	0	0.241379	0.00035349
183	14	0.153005	0.693989	0	0	0.153005	0.00018884
323	14	0.0866873	0.826625	0	0	0.0866873	0.000416635
None	14	0	0	1	0	0	0
2	15	0	0	0	1	0	0
3	15	0	0	0	1	0	0
4	15	0	0	0	1	0	0
5	15	0	0	0	1	0	0
6	15	0	0	0	1	0	0
7	15	0	0	0	1	0	0
8	15	0	0	0	1	0	0
9	15	0	0	0	1	0	0
10	15	0	0	0	1	0	0
11	15	0	0	0	1	0	0
12	15	0	0	0	1	0	0
13	15	0	0	0	1	0	0
14	15	0	0	0	1	0	0
15	15	0	0	0	1	0	0
16	15	0.5	0	0	0	0.5	0
17	15	0.5	0	0	0	0.5	0
18	15	0.5	0	0	0	0.5	0
19	15	0.5	0	0	0	0.5	0
20	15	0.5	0	0	0	0.5	1.73065e-05
24	15	0.5	0	0	0	0.5	1.1947e-05
30	15	0.5	0	0	0	0.5	4.69548e-05
36	15	0.416667	0.166667	0	0	0.416667	0
43	15	0.348837	0.302326	0	0	0.348837	6.01878e-06
67	15	0.447761	0.104478	0	0	0.447761	0.000155674
116	15	0.258621	0.482759	0	0	0.258621	0.00028359
183	15	0.163934	0.672131	0	0	0.163934	0.000151498
323	15	0.0928793	0.814241	0	0	0.0928793	0.000334249
None	15	0	0	1	0	0	0
2	20	0	0	0	1	0	0
3	20	0	0	0	1	0	0
4	20	0	0	0	1	0	0
5	20	0	0	0	1	0	0
6	20	0	0	0	1	0	0
7	20	0	0	0	1	0	0
8	20	0	0	0	1	0	0
9	20	0	0	0	1	0	0
10	20	0	0	0	1	0	2.35615e-05
11	20	0	0	0	1	0	0
12	20	0	0	0	1	0	0
13	20	0	0	0	1	0	0
14	20	0	0	0	1	0	0
15	20	0	0	0	1	0	0
16	20	0	0	0	1	0	6.49158e-05
17	20	0	0	0	1	0	0
18	20	0	0	0	1	0	0
19	20	0	0	0	1	0	0
20	20	0	0	0	1	0	0
24	20	0.5	0	0	0	0.5	0
30	20	0.5	0	0	0	0.5	0
36	20	0.5	0	0	0	0.5	0
43	20	0.465116	0.0697674	0	0	0.465116	0
67	20	0.298507	0.402985	0	0	0.298507	0.000286899
116	20	0.344828	0.310345	0	0	0.344828	0.000522643
183	20	0.218579	0.562842	0	0	0.218579	0.000279204
323	20	0.123839	0.752322	0	0	0.123839	0.000616005
None	20	0	0	1	0	0	0
2	21	0	0	0	1	0	0
3	21	0	0	0	1	0	0
4	21	0	0	0	1	0	0
5	21	0	0	0	1	0	0
6	21	0	0	0	1	0	0
7	21	0	0	0	1	0	0
8	21	0	0	0	1	0	0
9	21	0	0	0	1	0	0
10	21	0	0	0	1	0	0
11	21	0	0	0	1	0	0
12	21	0	0	0	1	0	0
13	21	0	0	0	1	0	0
14	21	0	0	0	1	0	0
15	21	0	0	0	1	0	0
16	21	0	0	0	1	0	0
17	21	0	0	0	1	0	0
18	21	0	0	0	1	0	0
19	21	0	0	0	1	0	0
20	21	0	0	0	1	0	0
24	21	0.5	0	0	0	0.5	0
30	21	0.5	0	0	0	0.5	0
36	21	0.5	0	0	0	0.5	0
43	21	0.488372	0.0232558	0	0	0.488372	0
67	21	0.313433	0.373134	0	0	0.313433	0.00111209
116	21	0.362069	0.275862	0	0	0.362069	0.00202589
183	21	0.229508	0.540984	0	0	0.229508	0.00108226
323	21	0.130031	0.739938	0	0	0.130031	0.00238778
None	21	0	0	1	0	0	0
# Created by: sources\recs\2009\tsv_maker.py
# Source: Calculated directly from other distributions
# Assumption: All values are calculated assuming the building has double-loaded corridors (with some exceptions like 3 units in single-story building).
