Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Geometry House Size	Option=1	Option=2	Option=3	Option=4+	Option=N/a	Count	Weight
Mobile Home	2000s	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	50	659522.043800
Mobile Home	2000s	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	17	256916.314400
Mobile Home	2000s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000
Mobile Home	2000s	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000
Mobile Home	2010s	0-1499	1.000000	0.000000	0.000000	0.000000	0.000000	50	659522.043800
Mobile Home	2010s	1500-2499	1.000000	0.000000	0.000000	0.000000	0.000000	17	256916.314400
Mobile Home	2010s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000
Mobile Home	2010s	3500+	1.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000
Multi-Family with 2 - 4 Units	<1940	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	249	2524345.215000
Multi-Family with 2 - 4 Units	<1940	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	26	248308.193300
Multi-Family with 2 - 4 Units	<1940	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	11	109019.024100
Multi-Family with 2 - 4 Units	<1940	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	2	11834.515820
Multi-Family with 2 - 4 Units	1940s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	249	2524345.215000
Multi-Family with 2 - 4 Units	1940s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	26	248308.193300
Multi-Family with 2 - 4 Units	1940s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	11	109019.024100
Multi-Family with 2 - 4 Units	1940s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	2	11834.515820
Multi-Family with 2 - 4 Units	1950s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	105	1039648.154000
Multi-Family with 2 - 4 Units	1950s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	10	125931.728200
Multi-Family with 2 - 4 Units	1950s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1	37321.439490
Multi-Family with 2 - 4 Units	1950s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 2 - 4 Units	1960s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	101	1067688.883000
Multi-Family with 2 - 4 Units	1960s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	8	86587.884270
Multi-Family with 2 - 4 Units	1960s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 2 - 4 Units	1960s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 2 - 4 Units	1970s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	162	1450731.379000
Multi-Family with 2 - 4 Units	1970s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	9	78781.612490
Multi-Family with 2 - 4 Units	1970s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1	8878.279956
Multi-Family with 2 - 4 Units	1970s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 2 - 4 Units	1980s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	111	1053118.999000
Multi-Family with 2 - 4 Units	1980s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	5	32756.533650
Multi-Family with 2 - 4 Units	1980s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 2 - 4 Units	1980s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 2 - 4 Units	1990s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	72	737677.367100
Multi-Family with 2 - 4 Units	1990s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	5	23890.918360
Multi-Family with 2 - 4 Units	1990s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	2	7862.508814
Multi-Family with 2 - 4 Units	1990s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 2 - 4 Units	2000s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	38	315474.704700
Multi-Family with 2 - 4 Units	2000s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	6	42915.978270
Multi-Family with 2 - 4 Units	2000s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	2	10243.564290
Multi-Family with 2 - 4 Units	2000s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 2 - 4 Units	2010s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	38	315474.704700
Multi-Family with 2 - 4 Units	2010s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	6	42915.978270
Multi-Family with 2 - 4 Units	2010s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	2	10243.564290
Multi-Family with 2 - 4 Units	2010s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	<1940	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	265	2600040.639000
Multi-Family with 5+ Units	<1940	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	10	107485.821100
Multi-Family with 5+ Units	<1940	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1	16295.245310
Multi-Family with 5+ Units	<1940	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	1940s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	265	2600040.639000
Multi-Family with 5+ Units	1940s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	10	107485.821100
Multi-Family with 5+ Units	1940s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1	16295.245310
Multi-Family with 5+ Units	1940s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	1950s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	129	1239925.215000
Multi-Family with 5+ Units	1950s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	4	39639.493250
Multi-Family with 5+ Units	1950s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	1950s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	1960s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	248	2502644.297000
Multi-Family with 5+ Units	1960s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	5	62775.376350
Multi-Family with 5+ Units	1960s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	1960s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	1970s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	411	4033394.140000
Multi-Family with 5+ Units	1970s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	9	70442.134790
Multi-Family with 5+ Units	1970s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1	8775.313793
Multi-Family with 5+ Units	1970s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	1980s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	359	3374715.815000
Multi-Family with 5+ Units	1980s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	10	119692.817100
Multi-Family with 5+ Units	1980s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	1980s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	1990s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	226	2426663.079000
Multi-Family with 5+ Units	1990s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	7	64224.842620
Multi-Family with 5+ Units	1990s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1	8884.939148
Multi-Family with 5+ Units	1990s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	2000s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	215	2194465.242000
Multi-Family with 5+ Units	2000s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	21	231142.471100
Multi-Family with 5+ Units	2000s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1	8491.418082
Multi-Family with 5+ Units	2000s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Multi-Family with 5+ Units	2010s	0-1499	0.000000	0.000000	0.000000	0.000000	1.000000	215	2194465.242000
Multi-Family with 5+ Units	2010s	1500-2499	0.000000	0.000000	0.000000	0.000000	1.000000	21	231142.471100
Multi-Family with 5+ Units	2010s	2500-3499	0.000000	0.000000	0.000000	0.000000	1.000000	1	8491.418082
Multi-Family with 5+ Units	2010s	3500+	0.000000	0.000000	0.000000	0.000000	1.000000	0	0.000000
Single-Family Attached	<1940	0-1499	0.370637	0.544538	0.084825	0.000000	0.000000	99	894675.970300
Single-Family Attached	<1940	1500-2499	0.105893	0.729891	0.164216	0.000000	0.000000	41	374120.461500
Single-Family Attached	<1940	2500-3499	0.063284	0.724554	0.212162	0.000000	0.000000	9	70260.052000
Single-Family Attached	<1940	3500+	0.000000	0.418886	0.581114	0.000000	0.000000	2	27096.761040
Single-Family Attached	1940s	0-1499	0.370637	0.544538	0.084825	0.000000	0.000000	99	894675.970300
Single-Family Attached	1940s	1500-2499	0.105893	0.729891	0.164216	0.000000	0.000000	41	374120.461500
Single-Family Attached	1940s	2500-3499	0.063284	0.724554	0.212162	0.000000	0.000000	9	70260.052000
Single-Family Attached	1940s	3500+	0.000000	0.418886	0.581114	0.000000	0.000000	2	27096.761040
Single-Family Attached	1950s	0-1499	0.672980	0.327020	0.000000	0.000000	0.000000	44	337999.801800
Single-Family Attached	1950s	1500-2499	0.256119	0.601129	0.103050	0.039703	0.000000	26	229651.643300
Single-Family Attached	1950s	2500-3499	0.000000	0.000000	0.000000	1.000000	0.000000	1	7942.958043
Single-Family Attached	1950s	3500+	0.553349	0.405391	0.029510	0.011750	0.000000	0	0.000000
Single-Family Attached	1960s	0-1499	0.643166	0.356834	0.000000	0.000000	0.000000	58	395111.357300
Single-Family Attached	1960s	1500-2499	0.177090	0.769188	0.000000	0.053721	0.000000	14	103048.981400
Single-Family Attached	1960s	2500-3499	1.000000	0.000000	0.000000	0.000000	0.000000	1	5242.407862
Single-Family Attached	1960s	3500+	0.615645	0.381174	0.000000	0.003181	0.000000	0	0.000000
Single-Family Attached	1970s	0-1499	0.644265	0.342112	0.013623	0.000000	0.000000	91	706211.543000
Single-Family Attached	1970s	1500-2499	0.334112	0.628924	0.036964	0.000000	0.000000	38	312499.205900
Single-Family Attached	1970s	2500-3499	0.797040	0.202960	0.000000	0.000000	0.000000	6	47951.599200
Single-Family Attached	1970s	3500+	0.000000	0.637624	0.000000	0.362376	0.000000	2	12609.883100
Single-Family Attached	1980s	0-1499	0.433349	0.549336	0.011932	0.005383	0.000000	120	856604.314900
Single-Family Attached	1980s	1500-2499	0.332715	0.528191	0.127259	0.011835	0.000000	59	451874.126300
Single-Family Attached	1980s	2500-3499	0.128943	0.799122	0.071935	0.000000	0.000000	13	79886.438780
Single-Family Attached	1980s	3500+	0.258973	0.741027	0.000000	0.000000	0.000000	3	16481.486520
Single-Family Attached	1990s	0-1499	0.565060	0.434940	0.000000	0.000000	0.000000	56	383478.344800
Single-Family Attached	1990s	1500-2499	0.171286	0.725974	0.102739	0.000000	0.000000	42	264523.251200
Single-Family Attached	1990s	2500-3499	0.302550	0.697450	0.000000	0.000000	0.000000	10	97520.618670
Single-Family Attached	1990s	3500+	0.187683	0.812317	0.000000	0.000000	0.000000	3	14215.517800
Single-Family Attached	2000s	0-1499	0.488069	0.487722	0.024209	0.000000	0.000000	69	482193.131900
Single-Family Attached	2000s	1500-2499	0.349766	0.530339	0.061060	0.058836	0.000000	59	408410.816200
Single-Family Attached	2000s	2500-3499	0.286064	0.342189	0.371747	0.000000	0.000000	15	90761.462520
Single-Family Attached	2000s	3500+	0.443087	0.417840	0.139073	0.000000	0.000000	9	46477.219470
Single-Family Attached	2010s	0-1499	0.488069	0.487722	0.024209	0.000000	0.000000	69	482193.131900
Single-Family Attached	2010s	1500-2499	0.349766	0.530339	0.061060	0.058836	0.000000	59	408410.816200
Single-Family Attached	2010s	2500-3499	0.286064	0.342189	0.371747	0.000000	0.000000	15	90761.462520
Single-Family Attached	2010s	3500+	0.443087	0.417840	0.139073	0.000000	0.000000	9	46477.219470
Single-Family Detached	<1940	0-1499	0.685862	0.304841	0.004603	0.004694	0.000000	593	5642881.197000
Single-Family Detached	<1940	1500-2499	0.305593	0.668453	0.017862	0.008093	0.000000	450	4207616.560000
Single-Family Detached	<1940	2500-3499	0.105376	0.820205	0.074419	0.000000	0.000000	193	1767455.927000
Single-Family Detached	<1940	3500+	0.099933	0.756634	0.107022	0.036411	0.000000	109	1013195.559000
Single-Family Detached	1940s	0-1499	0.685862	0.304841	0.004603	0.004694	0.000000	593	5642881.197000
Single-Family Detached	1940s	1500-2499	0.305593	0.668453	0.017862	0.008093	0.000000	450	4207616.560000
Single-Family Detached	1940s	2500-3499	0.105376	0.820205	0.074419	0.000000	0.000000	193	1767455.927000
Single-Family Detached	1940s	3500+	0.099933	0.756634	0.107022	0.036411	0.000000	109	1013195.559000
Single-Family Detached	1950s	0-1499	0.898441	0.097517	0.001471	0.002572	0.000000	520	4704980.719000
Single-Family Detached	1950s	1500-2499	0.643462	0.316747	0.011150	0.028641	0.000000	434	4078571.527000
Single-Family Detached	1950s	2500-3499	0.402976	0.536009	0.032967	0.028048	0.000000	109	1046418.084000
Single-Family Detached	1950s	3500+	0.454946	0.508579	0.022320	0.014155	0.000000	57	510967.971500
Single-Family Detached	1960s	0-1499	0.892286	0.101545	0.006169	0.000000	0.000000	399	3677143.824000
Single-Family Detached	1960s	1500-2499	0.745704	0.211166	0.013914	0.029216	0.000000	353	3212853.732000
Single-Family Detached	1960s	2500-3499	0.565040	0.367538	0.021411	0.046010	0.000000	119	1104859.164000
Single-Family Detached	1960s	3500+	0.371003	0.505629	0.047961	0.075406	0.000000	76	696651.587600
Single-Family Detached	1970s	0-1499	0.912612	0.075694	0.008021	0.003674	0.000000	389	3453731.729000
Single-Family Detached	1970s	1500-2499	0.710325	0.254795	0.011036	0.023844	0.000000	463	4007564.169000
Single-Family Detached	1970s	2500-3499	0.474294	0.443985	0.033256	0.048466	0.000000	188	1583212.848000
Single-Family Detached	1970s	3500+	0.317754	0.601411	0.033198	0.047638	0.000000	96	745789.220500
Single-Family Detached	1980s	0-1499	0.829551	0.144506	0.006382	0.019561	0.000000	298	2859601.632000
Single-Family Detached	1980s	1500-2499	0.639790	0.327052	0.005341	0.027818	0.000000	416	3870139.651000
Single-Family Detached	1980s	2500-3499	0.431001	0.484358	0.049590	0.035051	0.000000	182	1620047.602000
Single-Family Detached	1980s	3500+	0.195740	0.733060	0.030787	0.040413	0.000000	101	869421.626900
Single-Family Detached	1990s	0-1499	0.847551	0.137300	0.003513	0.011636	0.000000	246	2447476.300000
Single-Family Detached	1990s	1500-2499	0.655241	0.323026	0.008063	0.013669	0.000000	408	3900135.871000
Single-Family Detached	1990s	2500-3499	0.270271	0.689785	0.022787	0.017157	0.000000	236	2137182.248000
Single-Family Detached	1990s	3500+	0.163661	0.811633	0.019221	0.005485	0.000000	212	1872290.294000
Single-Family Detached	2000s	0-1499	0.838520	0.129744	0.001682	0.030055	0.000000	226	2268849.847000
Single-Family Detached	2000s	1500-2499	0.650490	0.336301	0.003974	0.009235	0.000000	423	3910028.524000
Single-Family Detached	2000s	2500-3499	0.315094	0.666503	0.006118	0.012285	0.000000	243	2229392.981000
Single-Family Detached	2000s	3500+	0.219331	0.743123	0.029343	0.008203	0.000000	264	2397242.798000
Single-Family Detached	2010s	0-1499	0.838520	0.129744	0.001682	0.030055	0.000000	226	2268849.847000
Single-Family Detached	2010s	1500-2499	0.650490	0.336301	0.003974	0.009235	0.000000	423	3910028.524000
Single-Family Detached	2010s	2500-3499	0.315094	0.666503	0.006118	0.012285	0.000000	243	2229392.981000
Single-Family Detached	2010s	3500+	0.219331	0.743123	0.029343	0.008203	0.000000	264	2397242.798000
