Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AR, 00300	0.000000	0.036452	0.009637	0.023463	0.000000	0.009218	0.382052	0.024040	0.515139	0.000000	0.000000
AR, 00400	0.002395	0.012490	0.004277	0.019163	0.008042	0.002395	0.532375	0.000000	0.418862	0.000000	0.000000
AR, 00500	0.038630	0.035536	0.003999	0.107288	0.021277	0.006564	0.164535	0.010634	0.611538	0.000000	0.000000
AR, 00600	0.000000	0.023391	0.000000	0.025655	0.125256	0.038482	0.265454	0.000000	0.521762	0.000000	0.000000
AR, 00700	0.000000	0.038497	0.000000	0.057745	0.000000	0.000000	0.576011	0.000000	0.327748	0.000000	0.000000
AR, 00800	0.053545	0.022846	0.000000	0.029271	0.013565	0.014993	0.416438	0.007806	0.441535	0.000000	0.000000
AR, 00900	0.137003	0.023553	0.050929	0.023923	0.039091	0.008632	0.120570	0.015112	0.581187	0.000000	0.000000
AR, 01000	0.060288	0.020096	0.043988	0.004466	0.028135	0.126159	0.120570	0.019676	0.576623	0.000000	0.000000
AR, 01100	0.073827	0.011963	0.022302	0.015466	0.038964	0.005041	0.245118	0.012755	0.574565	0.000000	0.000000
AR, 01200	0.038653	0.011199	0.004335	0.005599	0.022758	0.000000	0.272147	0.000000	0.645309	0.000000	0.000000
AR, 01300	0.058399	0.046292	0.000000	0.029200	0.000000	0.000000	0.303113	0.000000	0.562995	0.000000	0.000000
AR, 01400	0.016868	0.097207	0.000000	0.038311	0.061183	0.017440	0.131486	0.018164	0.619341	0.000000	0.000000
AR, 01500	0.018458	0.007223	0.009630	0.002408	0.015248	0.000000	0.521328	0.012845	0.412860	0.000000	0.000000
AR, 01600	0.060495	0.009960	0.014755	0.016968	0.021764	0.019919	0.342254	0.000000	0.513885	0.000000	0.000000
AR, 01700	0.017645	0.003324	0.004518	0.002216	0.007416	0.000000	0.717963	0.000000	0.246917	0.000000	0.000000
AR, 01800	0.028271	0.024567	0.000000	0.000000	0.003120	0.000000	0.683770	0.000000	0.260272	0.000000	0.000000
AR, 01900	0.000000	0.000000	0.018950	0.036769	0.000000	0.000000	0.648111	0.000000	0.296170	0.000000	0.000000
AR, 02000	0.014711	0.000000	0.038738	0.004413	0.035306	0.009807	0.591690	0.000000	0.305335	0.000000	0.000000
AZ, 00100	0.115634	0.000000	0.064581	0.013527	0.017454	0.051490	0.108204	0.004481	0.624629	0.000000	0.000000
AZ, 00101	0.064819	0.000000	0.055721	0.038664	0.060270	0.043212	0.108204	0.054121	0.574989	0.000000	0.000000
AZ, 00102	0.170129	0.007933	0.000000	0.026445	0.000000	0.058179	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00103	0.062468	0.000000	0.076083	0.015217	0.029632	0.079286	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00104	0.000000	0.000000	0.097158	0.082764	0.043181	0.039583	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00105	0.016124	0.012093	0.044341	0.010077	0.073230	0.106821	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00106	0.088778	0.000000	0.007905	0.000000	0.087562	0.078441	0.108204	0.062494	0.566616	0.000000	0.000000
AZ, 00107	0.084565	0.000000	0.053379	0.031186	0.045343	0.048213	0.108204	0.010192	0.618918	0.000000	0.000000
AZ, 00108	0.050694	0.000000	0.033412	0.010657	0.056454	0.111469	0.108204	0.131189	0.497921	0.000000	0.000000
AZ, 00109	0.045780	0.001316	0.031739	0.001609	0.017844	0.164398	0.108204	0.136151	0.492959	0.000000	0.000000
AZ, 00110	0.002804	0.003739	0.033654	0.000000	0.015518	0.206970	0.108204	0.034077	0.595033	0.000000	0.000000
AZ, 00111	0.000000	0.052537	0.000000	0.000000	0.000000	0.210149	0.108204	0.035526	0.593584	0.000000	0.000000
AZ, 00112	0.039907	0.005037	0.057923	0.033514	0.031383	0.094923	0.108204	0.066626	0.562484	0.000000	0.000000
AZ, 00113	0.123995	0.000000	0.018370	0.039495	0.000000	0.080826	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00114	0.027548	0.000000	0.077724	0.073788	0.000000	0.083627	0.108204	0.130161	0.498949	0.000000	0.000000
AZ, 00115	0.031438	0.000000	0.095713	0.043315	0.037726	0.054493	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00116	0.003603	0.003964	0.040718	0.059816	0.053690	0.100895	0.108204	0.072478	0.556632	0.000000	0.000000
AZ, 00117	0.000000	0.000000	0.000000	0.058981	0.000000	0.203705	0.108204	0.037152	0.591958	0.000000	0.000000
AZ, 00118	0.023363	0.000000	0.040247	0.027486	0.046726	0.124864	0.108204	0.081175	0.547935	0.000000	0.000000
AZ, 00119	0.023540	0.035845	0.090415	0.025680	0.028355	0.058850	0.108204	0.080912	0.548198	0.000000	0.000000
AZ, 00120	0.092069	0.000000	0.009014	0.000000	0.078548	0.083055	0.108204	0.024088	0.605022	0.000000	0.000000
AZ, 00121	0.155110	0.060043	0.000000	0.000000	0.000000	0.047534	0.108204	0.003857	0.625253	0.000000	0.000000
AZ, 00122	0.112321	0.019928	0.038044	0.000000	0.092393	0.000000	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00123	0.024080	0.000000	0.065672	0.105074	0.045970	0.021891	0.108204	0.106360	0.522750	0.000000	0.000000
AZ, 00124	0.111010	0.000000	0.049460	0.000000	0.042865	0.059352	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00125	0.000000	0.000000	0.000000	0.000000	0.000000	0.262686	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00126	0.058685	0.000000	0.095014	0.000000	0.060082	0.048904	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00127	0.041656	0.000000	0.010201	0.000000	0.021253	0.189576	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00128	0.000000	0.000000	0.000000	0.262686	0.000000	0.000000	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00129	0.088956	0.000000	0.045999	0.011785	0.060064	0.055883	0.108204	0.011755	0.617355	0.000000	0.000000
AZ, 00130	0.092638	0.000000	0.071065	0.000000	0.000000	0.098983	0.108204	0.032946	0.596164	0.000000	0.000000
AZ, 00131	0.067898	0.000000	0.120212	0.000000	0.018922	0.055654	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00132	0.000000	0.000000	0.015377	0.000000	0.000000	0.247309	0.108204	0.017173	0.611937	0.000000	0.000000
AZ, 00133	0.091269	0.007670	0.004985	0.010738	0.037198	0.110827	0.108204	0.000000	0.629110	0.000000	0.000000
AZ, 00134	0.047149	0.215537	0.000000	0.000000	0.000000	0.000000	0.108204	0.021676	0.607434	0.000000	0.000000
AZ, 00201	0.067090	0.013418	0.114569	0.008257	0.014450	0.013418	0.252920	0.008373	0.507505	0.000000	0.000000
AZ, 00202	0.089415	0.000000	0.049817	0.000000	0.031295	0.060675	0.252920	0.005595	0.510283	0.000000	0.000000
AZ, 00203	0.072041	0.035602	0.003770	0.000000	0.067853	0.051937	0.252920	0.009772	0.506106	0.000000	0.000000
AZ, 00204	0.027465	0.000000	0.040947	0.030461	0.054929	0.077400	0.252920	0.067080	0.448798	0.000000	0.000000
AZ, 00205	0.000000	0.000000	0.000000	0.231202	0.000000	0.000000	0.252920	0.006890	0.508988	0.000000	0.000000
AZ, 00206	0.033029	0.018992	0.000000	0.033855	0.000000	0.145327	0.252920	0.000000	0.515878	0.000000	0.000000
AZ, 00207	0.020365	0.018568	0.048516	0.043126	0.030547	0.070079	0.252920	0.050085	0.465793	0.000000	0.000000
AZ, 00208	0.000000	0.007707	0.000000	0.000000	0.000000	0.223495	0.252920	0.097106	0.418771	0.000000	0.000000
AZ, 00209	0.075739	0.067766	0.087697	0.000000	0.000000	0.000000	0.252920	0.224547	0.291331	0.000000	0.000000
AZ, 00300	0.000000	0.015642	0.000000	0.002158	0.013484	0.011866	0.655096	0.021524	0.280230	0.000000	0.000000
AZ, 00400	0.073568	0.013436	0.015419	0.001762	0.066079	0.023348	0.316682	0.076708	0.412998	0.000000	0.000000
AZ, 00500	0.006220	0.011922	0.017365	0.034988	0.010108	0.018401	0.482218	0.033925	0.384853	0.000000	0.000000
AZ, 00600	0.000000	0.005616	0.000000	0.018017	0.027845	0.006084	0.653134	0.022333	0.266971	0.000000	0.000000
AZ, 00700	0.029865	0.000000	0.000000	0.016615	0.039750	0.000000	0.618767	0.006944	0.288058	0.000000	0.000000
AZ, 00800	0.000000	0.001453	0.000000	0.027511	0.009977	0.001841	0.487363	0.020199	0.451656	0.000000	0.000000
AZ, 00803	0.000000	0.000000	0.000000	0.043096	0.000000	0.000000	0.482325	0.013802	0.460777	0.000000	0.000000
AZ, 00805	0.007183	0.007183	0.007183	0.007183	0.007183	0.007183	0.482325	0.007753	0.466826	0.000000	0.000000
AZ, 00807	0.000000	0.000000	0.000000	0.004837	0.000000	0.038259	0.482325	0.027490	0.447089	0.000000	0.000000
AZ, 00900	0.007075	0.000000	0.004201	0.006854	0.030068	0.005969	0.873586	0.004165	0.068083	0.000000	0.000000
CA, 00101	0.026167	0.047269	0.073436	0.036296	0.000000	0.218619	0.030867	0.086179	0.481168	0.000000	0.000000
CA, 00102	0.021492	0.005464	0.054276	0.028049	0.006193	0.286314	0.030867	0.433853	0.133493	0.000000	0.000000
CA, 00103	0.166976	0.000000	0.000000	0.000000	0.000000	0.234810	0.030867	0.201845	0.365502	0.000000	0.000000
CA, 00104	0.048815	0.020027	0.090120	0.042557	0.093875	0.106392	0.030867	0.032890	0.534457	0.000000	0.000000
CA, 00105	0.173365	0.018742	0.010542	0.033970	0.045684	0.119482	0.030867	0.155152	0.412195	0.000000	0.000000
CA, 00106	0.000000	0.000000	0.000000	0.000000	0.401786	0.000000	0.030867	0.060356	0.506991	0.000000	0.000000
CA, 00107	0.000000	0.000000	0.025362	0.016018	0.319026	0.041380	0.030867	0.287606	0.279741	0.000000	0.000000
CA, 00108	0.006659	0.000000	0.016279	0.023678	0.008139	0.347031	0.030867	0.289260	0.278087	0.000000	0.000000
CA, 00109	0.008512	0.000000	0.040008	0.031496	0.022984	0.298786	0.030867	0.243989	0.323358	0.000000	0.000000
CA, 00110	0.007998	0.009880	0.038109	0.000000	0.020701	0.325099	0.030867	0.124635	0.442712	0.000000	0.000000
CA, 00300	0.000000	0.000000	0.045740	0.032142	0.000000	0.000000	0.360896	0.000000	0.561222	0.000000	0.000000
CA, 00701	0.047317	0.009742	0.000000	0.039314	0.062277	0.040706	0.289514	0.020229	0.490901	0.000000	0.000000
CA, 00702	0.000000	0.000000	0.017132	0.024919	0.031149	0.126155	0.289514	0.000000	0.511130	0.000000	0.000000
CA, 01100	0.000000	0.019968	0.003443	0.015492	0.054394	0.007574	0.464847	0.070084	0.364198	0.000000	0.000000
CA, 01301	0.121782	0.000000	0.000000	0.000000	0.052772	0.089307	0.049456	0.307410	0.379272	0.000000	0.000000
CA, 01302	0.000000	0.060658	0.100085	0.000000	0.000000	0.103118	0.049456	0.124851	0.561831	0.000000	0.000000
CA, 01303	0.000000	0.202498	0.000000	0.000000	0.061363	0.000000	0.049456	0.074572	0.612110	0.000000	0.000000
CA, 01304	0.000000	0.036781	0.049574	0.018124	0.026120	0.133263	0.049456	0.168049	0.518633	0.000000	0.000000
CA, 01305	0.053353	0.007622	0.034843	0.023591	0.014155	0.130297	0.049456	0.078986	0.607696	0.000000	0.000000
CA, 01306	0.000000	0.000000	0.000000	0.041390	0.000000	0.222471	0.049456	0.082259	0.604423	0.000000	0.000000
CA, 01307	0.045668	0.045668	0.090068	0.000000	0.000000	0.082457	0.049456	0.037320	0.649363	0.000000	0.000000
CA, 01308	0.000000	0.000000	0.000000	0.000000	0.000000	0.263861	0.049456	0.022402	0.664280	0.000000	0.000000
CA, 01309	0.044537	0.074789	0.069747	0.000000	0.055461	0.019327	0.049456	0.008155	0.678528	0.000000	0.000000
CA, 01500	0.026173	0.025670	0.012080	0.000000	0.000000	0.017617	0.529759	0.000000	0.388701	0.000000	0.000000
CA, 01700	0.000000	0.000000	0.000000	0.000000	0.130740	0.000000	0.179699	0.015739	0.673822	0.000000	0.000000
CA, 01901	0.058870	0.000000	0.000000	0.096851	0.118689	0.009495	0.126717	0.026278	0.563100	0.000000	0.000000
CA, 01902	0.004593	0.000000	0.021817	0.113677	0.067747	0.076072	0.126717	0.007269	0.582109	0.000000	0.000000
CA, 01903	0.122824	0.000000	0.031209	0.064432	0.035236	0.030203	0.126717	0.000000	0.589378	0.000000	0.000000
CA, 01904	0.056300	0.042345	0.019970	0.092149	0.046676	0.026466	0.126717	0.058547	0.530830	0.000000	0.000000
CA, 01905	0.067890	0.010580	0.000000	0.062600	0.120792	0.022042	0.126717	0.023875	0.565503	0.000000	0.000000
CA, 01906	0.010972	0.000000	0.025373	0.078177	0.082291	0.087092	0.126717	0.011920	0.577458	0.000000	0.000000
CA, 01907	0.034367	0.037356	0.000000	0.062758	0.149424	0.000000	0.126717	0.000000	0.589378	0.000000	0.000000
CA, 02300	0.005729	0.007877	0.020050	0.073398	0.081990	0.000000	0.243266	0.111925	0.455766	0.000000	0.000000
CA, 02500	0.023331	0.000000	0.000000	0.048329	0.123323	0.044996	0.273349	0.038096	0.448575	0.000000	0.000000
CA, 02901	0.000000	0.029370	0.011214	0.057139	0.011748	0.077431	0.172039	0.000000	0.641058	0.000000	0.000000
CA, 02902	0.004326	0.041101	0.020767	0.045428	0.010384	0.064897	0.172039	0.025959	0.615099	0.000000	0.000000
CA, 02903	0.002560	0.085515	0.033796	0.024579	0.013826	0.026627	0.172039	0.020750	0.620308	0.000000	0.000000
CA, 02904	0.000000	0.000000	0.000000	0.070894	0.116009	0.000000	0.172039	0.000000	0.641058	0.000000	0.000000
CA, 02905	0.037019	0.048757	0.013544	0.004966	0.046500	0.036117	0.172039	0.012114	0.628943	0.000000	0.000000
CA, 03100	0.020029	0.000000	0.031327	0.047761	0.090387	0.035949	0.131230	0.005675	0.637642	0.000000	0.000000
CA, 03300	0.033808	0.006198	0.000000	0.042260	0.000000	0.012960	0.453379	0.011746	0.439650	0.000000	0.000000
CA, 03701	0.000000	0.000000	0.251219	0.000000	0.000000	0.251219	0.053316	0.037020	0.407225	0.000000	0.000000
CA, 03702	0.000000	0.000000	0.110774	0.089015	0.061321	0.241329	0.053316	0.041582	0.402663	0.000000	0.000000
CA, 03703	0.035383	0.000000	0.280705	0.000000	0.000000	0.186351	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03704	0.000000	0.000000	0.074170	0.000000	0.107665	0.320604	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03705	0.000000	0.000000	0.126816	0.006892	0.005514	0.363217	0.053316	0.123402	0.320844	0.000000	0.000000
CA, 03706	0.185750	0.000000	0.051766	0.000000	0.054812	0.210111	0.053316	0.062823	0.381423	0.000000	0.000000
CA, 03707	0.037756	0.000000	0.162639	0.110362	0.000000	0.191682	0.053316	0.027292	0.416954	0.000000	0.000000
CA, 03708	0.078157	0.000000	0.308907	0.000000	0.000000	0.115375	0.053316	0.095864	0.348382	0.000000	0.000000
CA, 03709	0.000000	0.000000	0.000000	0.000000	0.000000	0.502439	0.053316	0.037020	0.407225	0.000000	0.000000
CA, 03710	0.000000	0.000000	0.388440	0.000000	0.000000	0.113999	0.053316	0.127332	0.316914	0.000000	0.000000
CA, 03711	0.102191	0.000000	0.093675	0.068127	0.048257	0.190189	0.053316	0.203405	0.240841	0.000000	0.000000
CA, 03712	0.079990	0.000000	0.117486	0.000000	0.000000	0.304963	0.053316	0.081552	0.362693	0.000000	0.000000
CA, 03713	0.000000	0.000000	0.000000	0.000000	0.000000	0.502439	0.053316	0.145713	0.298533	0.000000	0.000000
CA, 03714	0.000000	0.000000	0.000000	0.000000	0.000000	0.502439	0.053316	0.409058	0.035188	0.000000	0.000000
CA, 03715	0.000000	0.043864	0.095703	0.000000	0.000000	0.362872	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03716	0.000000	0.000000	0.000000	0.000000	0.000000	0.502439	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03717	0.214374	0.000000	0.100488	0.000000	0.187577	0.000000	0.053316	0.046574	0.397671	0.000000	0.000000
CA, 03718	0.008362	0.022300	0.135192	0.006969	0.036237	0.293380	0.053316	0.183756	0.260489	0.000000	0.000000
CA, 03719	0.005445	0.015345	0.026731	0.072767	0.033166	0.348985	0.053316	0.246417	0.197828	0.000000	0.000000
CA, 03720	0.211024	0.000000	0.037324	0.000000	0.000000	0.254090	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03721	0.031475	0.000000	0.088597	0.000000	0.028561	0.353806	0.053316	0.038297	0.405949	0.000000	0.000000
CA, 03722	0.100488	0.000000	0.170367	0.007508	0.028298	0.195778	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03723	0.067585	0.000000	0.224986	0.000000	0.012450	0.197418	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03724	0.013099	0.000000	0.086079	0.034619	0.033683	0.334959	0.053316	0.063778	0.380468	0.000000	0.000000
CA, 03725	0.017494	0.005736	0.019214	0.002007	0.000000	0.457988	0.053316	0.135844	0.308402	0.000000	0.000000
CA, 03726	0.358885	0.058105	0.000000	0.000000	0.000000	0.085449	0.053316	0.014190	0.430056	0.000000	0.000000
CA, 03727	0.196967	0.000000	0.124400	0.000000	0.042849	0.138223	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03728	0.000000	0.010156	0.189216	0.021915	0.088194	0.192958	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03729	0.119758	0.000000	0.101250	0.006532	0.045726	0.229173	0.053316	0.023799	0.420447	0.000000	0.000000
CA, 03730	0.084296	0.010850	0.100989	0.000000	0.049242	0.257062	0.053316	0.086219	0.358027	0.000000	0.000000
CA, 03731	0.033341	0.000000	0.149646	0.000000	0.096146	0.223306	0.053316	0.131158	0.313087	0.000000	0.000000
CA, 03732	0.045560	0.011229	0.066735	0.026630	0.019251	0.333034	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03733	0.020992	0.013690	0.111805	0.000000	0.040615	0.315336	0.053316	0.354196	0.090050	0.000000	0.000000
CA, 03734	0.026366	0.013432	0.115412	0.004975	0.015919	0.326337	0.053316	0.282061	0.162185	0.000000	0.000000
CA, 03735	0.020877	0.062631	0.214337	0.000000	0.000000	0.204594	0.053316	0.050953	0.393293	0.000000	0.000000
CA, 03736	0.098204	0.000000	0.137029	0.027406	0.075366	0.164435	0.053316	0.091340	0.352905	0.000000	0.000000
CA, 03737	0.083740	0.110537	0.147382	0.050244	0.000000	0.110537	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03738	0.074598	0.043881	0.100927	0.000000	0.000000	0.283033	0.053316	0.209357	0.234888	0.000000	0.000000
CA, 03739	0.000000	0.175269	0.327169	0.000000	0.000000	0.000000	0.053316	0.283146	0.161100	0.000000	0.000000
CA, 03740	0.000000	0.000000	0.000000	0.000000	0.000000	0.502439	0.053316	0.112671	0.331575	0.000000	0.000000
CA, 03741	0.000000	0.133984	0.013398	0.000000	0.267967	0.087089	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03742	0.146780	0.203234	0.093149	0.000000	0.059276	0.000000	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03743	0.000000	0.219817	0.000000	0.282622	0.000000	0.000000	0.053316	0.213238	0.231008	0.000000	0.000000
CA, 03744	0.014402	0.007839	0.022606	0.004375	0.000000	0.453216	0.053316	0.265526	0.178719	0.000000	0.000000
CA, 03745	0.066438	0.092737	0.109346	0.059518	0.070591	0.103810	0.053316	0.296828	0.147418	0.000000	0.000000
CA, 03746	0.032898	0.000000	0.119628	0.052337	0.022430	0.275145	0.053316	0.255778	0.188468	0.000000	0.000000
CA, 03747	0.000000	0.000000	0.000000	0.502439	0.000000	0.000000	0.053316	0.093080	0.351166	0.000000	0.000000
CA, 03748	0.021693	0.000000	0.030457	0.015996	0.010737	0.423556	0.053316	0.072902	0.371344	0.000000	0.000000
CA, 03749	0.080156	0.000000	0.039100	0.136851	0.000000	0.246332	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03750	0.081762	0.000000	0.131874	0.000000	0.054068	0.234735	0.053316	0.181420	0.262826	0.000000	0.000000
CA, 03751	0.000000	0.062010	0.022260	0.260759	0.000000	0.157410	0.053316	0.254108	0.190137	0.000000	0.000000
CA, 03752	0.000000	0.000000	0.062003	0.113316	0.104764	0.222356	0.053316	0.325058	0.119188	0.000000	0.000000
CA, 03753	0.000000	0.000000	0.082623	0.000000	0.089322	0.330493	0.053316	0.054907	0.389339	0.000000	0.000000
CA, 03754	0.083110	0.113332	0.000000	0.000000	0.185109	0.120888	0.053316	0.217743	0.226503	0.000000	0.000000
CA, 03755	0.000000	0.000000	0.000000	0.242557	0.000000	0.259882	0.053316	0.075438	0.368808	0.000000	0.000000
CA, 03756	0.000000	0.000000	0.502439	0.000000	0.000000	0.000000	0.053316	0.263097	0.181149	0.000000	0.000000
CA, 03757	0.048833	0.000000	0.024959	0.148670	0.044492	0.235484	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03758	0.076186	0.009644	0.202519	0.024109	0.018323	0.171659	0.053316	0.141888	0.302357	0.000000	0.000000
CA, 03759	0.231633	0.000000	0.022141	0.000000	0.160099	0.088565	0.053316	0.301933	0.142312	0.000000	0.000000
CA, 03760	0.000000	0.000000	0.276341	0.226097	0.000000	0.000000	0.053316	0.054799	0.389446	0.000000	0.000000
CA, 03761	0.000000	0.000000	0.502439	0.000000	0.000000	0.000000	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03762	0.056334	0.000000	0.176615	0.000000	0.065469	0.204021	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03763	0.123240	0.000000	0.218039	0.000000	0.000000	0.161160	0.053316	0.000000	0.444246	0.000000	0.000000
CA, 03764	0.202596	0.000000	0.000000	0.000000	0.000000	0.299843	0.053316	0.232700	0.211545	0.000000	0.000000
CA, 03765	0.000000	0.000000	0.000000	0.502439	0.000000	0.000000	0.053316	0.069534	0.374711	0.000000	0.000000
CA, 03766	0.050347	0.023118	0.037503	0.027228	0.032366	0.331877	0.053316	0.226422	0.217824	0.000000	0.000000
CA, 03767	0.090073	0.019703	0.147776	0.077407	0.032370	0.135110	0.053316	0.065544	0.378701	0.000000	0.000000
CA, 03768	0.000000	0.000000	0.242751	0.000000	0.000000	0.259687	0.053316	0.103313	0.340933	0.000000	0.000000
CA, 03769	0.083740	0.083740	0.083740	0.083740	0.083740	0.083740	0.053316	0.103566	0.340679	0.000000	0.000000
CA, 03900	0.022382	0.022382	0.022382	0.022382	0.022382	0.022382	0.209273	0.000000	0.656435	0.000000	0.000000
CA, 04101	0.000000	0.000000	0.000000	0.079585	0.000000	0.270589	0.046392	0.000000	0.603434	0.000000	0.000000
