Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Option=AC, SEER 10	Option=AC, SEER 13	Option=AC, SEER 15	Option=AC, SEER 8	Option=None	Option=Room AC, EER 9.8	Option=FIXME Room AC, EER 9.8, 20% Conditioned	Option=FIXME Room AC, EER 9.8, 30% Conditioned	Count	Weight
H1C1 WA	1970s	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	2079.99
H1C1 WA	1980s	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	24	69162.82
H1C1 WA	1980s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10	31480.75
H1C1 WA	1980s	Natural Gas	No	0.0	0.0	0.0	0.0	0.822635197215	0.0	0.100504612629	0.0768601901559	19	64487.09
H1C1 WA	1980s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4	16020.34
H1C1 WA	1980s	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	4956.49
H1C1 WA	1990s	Electricity	No	0.0	0.0	0.0	0.0	0.886958846844	0.0	0.0565205765779	0.0565205765779	15	36800.58
H1C1 WA	1990s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10	20587.56
H1C1 WA	1990s	Natural Gas	No	0.0685916853437	0.0462937038034	0.0462937038034	0.0231468519017	0.760516511129	0.0	0.0551575440182	0.0	30	89860.6
H1C1 WA	1990s	None	No	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2079.99
H1C1 WA	1990s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	6440.17
H1C1 WA	2000s	Electricity	No	0.0	0.0	0.0	0.0	0.779690503759	0.0	0.220309496241	0.0	7	22497.85
H1C1 WA	2000s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7	22440.56
H1C1 WA	2000s	Natural Gas	No	0.161963269448	0.0598888200239	0.0421856294	0.0	0.718908324097	0.0	0.0170539570311	0.0	36	117492.38
H1C1 WA	2000s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4	16020.34
H1C1 WA	2000s	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	4956.49
H1C1 WA	pre-1950	Electricity	No	0.0	0.0	0.0	0.0	0.944038895105	0.0	0.042197634664	0.013763470231	46	83617.72
H1C1 WA	pre-1950	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5	8614.12
H1C1 WA	pre-1950	Fuel Oil	No	0.0	0.0	0.0	0.0	0.948846492503	0.0	0.0511535074966	0.0	20	39170.53
H1C1 WA	pre-1950	Natural Gas	No	0.0103742731552	0.00760497730093	0.0	0.0	0.959505426095	0.0	0.0225153234487	0.0	114	200495.01
H1C1 WA	pre-1950	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10	24573.43
H1C1 WA	pre-1950	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4	14072.96
H1C2	1950s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	8264.94
H1C2	1950s	Natural Gas	No	0.0	0.0	0.0	0.0	0.626534540722	0.0	0.373465459278	0.0	3	22130.4
H1C2	1950s	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1612.69
H1C2	1960s	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1612.69
H1C2	1960s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	8264.94
H1C2	1960s	Fuel Oil	No	0.0	0.0	0.0	0.0	0.188719805463	0.0	0.811280194537	0.0	2	8545.42
H1C2	1960s	Natural Gas	No	0.164928228263	0.0931769204695	0.0	0.164928228263	0.465884602348	0.0	0.0	0.111082020656	9	74403.94
H1C2	1960s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	8264.94
H1C2	1970s	Electricity	No	0.597543855378	0.0	0.0	0.0	0.0	0.0	0.0	0.402456144622	2	20536.25
H1C2	1970s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3	10158.11
H1C2	1970s	Natural Gas	No	0.25	0.25	0.0	0.0	0.5	0.0	0.0	0.0	4	27730.92
H1C2	1970s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	8545.42
H1C2	1980s	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3	22148.94
H1C2	1980s	Natural Gas	No	0.0	0.0	0.0	0.2	0.8	0.0	0.0	0.0	5	34663.65
H1C2	1980s	Other Fuel	No	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1	6932.73
H1C2	1990s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	12271.31
H1C2	1990s	Natural Gas	No	0.638996273701	0.0	0.0	0.0	0.0	0.0	0.361003726299	0.0	2	19204.04
H1C2	1990s	None	No	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	6932.73
H1C2	1990s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1612.69
H1C2	2000s	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	8545.42
H1C2	2000s	Natural Gas	No	0.0	0.120755319999	0.0	0.0	0.879244680001	0.0	0.0	0.0	3	15769.74
H1C2	pre-1950	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	16529.88
H1C2	pre-1950	Fuel Oil	No	0.0	0.0	0.0	0.0	0.580777970088	0.0	0.419222029912	0.0	3	21129.09
H1C2	pre-1950	Natural Gas	No	0.0	0.157022557062	0.0	0.071629071563	0.685954885876	0.0	0.0853934854991	0.0	13	96786.54
H1C2	pre-1950	Other Fuel	No	0.0	0.0	0.0	0.0	0.652172851778	0.0	0.347827148222	0.0	4	23761.63
H1C3	1950s	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3	7615.09
H1C3	1950s	Natural Gas	No	0.0	0.285714285714	0.0	0.142857142857	0.428571428571	0.0	0.0	0.142857142857	7	26500.32
H1C3	1950s	Other Fuel	No	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	2	3808.56
H1C3	1960s	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1192.46
H1C3	1960s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	10189.99
H1C3	1960s	Natural Gas	No	0.291886565659	0.291886565659	0.0	0.416226868682	0.0	0.0	0.0	0.0	4	12969.97
H1C3	1970s	Electricity	No	0.125375280473	0.0	0.0	0.250750560946	0.374624719527	0.0	0.249249439054	0.0	6	15188.64
H1C3	1970s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7	31939.13
H1C3	1970s	Natural Gas	No	0.0	0.333333333333	0.0	0.666666666667	0.0	0.0	0.0	0.0	3	11357.28
H1C3	1970s	None	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1904.28
H1C3	1970s	Other Fuel	No	0.0	0.0	0.0	0.0	0.334669000569	0.665330999431	0.0	0.0	2	5690.04
H1C3	1980s	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	12271.31
H1C3	1980s	Natural Gas	No	0.416226868682	0.0	0.583773131318	0.0	0.0	0.0	0.0	0.0	4	12969.97
H1C3	1980s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1904.28
H1C3	1990s	Electricity	No	0.518403391608	0.0	0.0	0.0	0.481596608392	0.0	0.0	0.0	3	7302.73
H1C3	1990s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4	7617.12
H1C3	1990s	Natural Gas	No	0.153774913846	0.307549827693	0.0	0.384900344614	0.153774913846	0.0	0.0	0.0	7	24618.84
H1C3	1990s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	12271.31
H1C3	2000s	Electricity	No	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	3785.76
H1C3	2000s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9	19020.0
H1C3	2000s	Natural Gas	No	0.693510057507	0.170363282737	0.0680633298778	0.0680633298778	0.0	0.0	0.0	0.0	15	55621.14
H1C3	2000s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	12271.31
H1C3	pre-1950	Electricity	No	0.0	0.0	0.0	0.143593966321	0.570937355786	0.0	0.285468677893	0.0	4	13261.56
H1C3	pre-1950	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	5710.81
H1C3	pre-1950	Fuel Oil	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1925.05
H1C3	pre-1950	Natural Gas	No	0.168506588019	0.0	0.0	0.168506588019	0.505519764058	0.0	0.157467059903	0.0	7	22466.54
H2	1950s	Electricity	No	0.0	0.0	0.0	0.0	0.750937552589	0.0830208158037	0.0830208158037	0.0830208158037	7	22937.38
H2	1950s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3	7615.09
H2	1950s	Fuel Oil	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	3096.74
H2	1950s	Natural Gas	No	0.622509877548	0.0	0.0	0.0488278203294	0.280361301267	0.0	0.0483010008555	0.0	9	39425.27
H2	1950s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4	6857.51
H2	1960s	Electricity	No	0.0	0.0	0.0	0.0	0.730928136923	0.0	0.269071863077	0.0	7	11508.97
H2	1960s	Natural Gas	No	0.409448736029	0.0	0.0	0.0	0.590551263971	0.0	0.0	0.0	3	20903.96
H2	1960s	Other Fuel	No	0.0	0.0	0.0	0.0	0.780239412952	0.0	0.219760587048	0.0	4	8759.76
H2	1970s	Electricity	No	0.0	0.0	0.0	0.0423485725833	0.87295428225	0.0423485725833	0.0423485725833	0.0	14	28158.21
H2	1970s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	3850.1
H2	1970s	Natural Gas	No	0.185912826949	0.0573550292308	0.0	0.185912826949	0.552753306835	0.0	0.0	0.0180660100367	16	66005.72
H2	1970s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	4978.22
H2	1970s	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1192.46
H2	1980s	Electricity	No	0.177773545697	0.0	0.0	0.177773545697	0.291034305063	0.0	0.353418603544	0.0	5	10711.83
H2	1980s	Fuel Oil	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1144.67
H2	1980s	Natural Gas	No	0.0	0.0	0.0	0.497288037333	0.502711962667	0.0	0.0	0.0	2	3829.33
H2	1980s	Other Fuel	No	0.0	0.0	0.0	0.0	0.854141094633	0.0	0.145858905367	0.0	7	16350.87
H2	1990s	Electricity	No	0.107420273047	0.0	0.0	0.0	0.679025326924	0.0	0.21355440003	0.0	9	17727.38
H2	1990s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8	21239.55
H2	1990s	Natural Gas	No	0.487533763878	0.0284641795329	0.0	0.151709930604	0.262184416861	0.0	0.0701077091243	0.0	23	74861.81
H2	1990s	None	No	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	2	3808.56
H2	1990s	Other Fuel	No	0.0877495450273	0.0	0.0	0.0	0.76626977617	0.0	0.145980678802	0.0	8	13044.74
H2	2000s	Electricity	No	0.127172347287	0.0	0.0	0.0	0.872827652713	0.0	0.0	0.0	8	14974.01
H2	2000s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6	10022.81
H2	2000s	Natural Gas	No	0.491696028939	0.18290171236	0.0	0.0609672374535	0.184263980073	0.0	0.0192038037207	0.0609672374535	20	62094.99
H2	2000s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3	4262.18
H2	2000s	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4	6440.85
H2	pre-1950	Electricity	No	0.0	0.0	0.0	0.0779484559756	0.75687914731	0.0	0.0779484559756	0.0872239407384	9	24429.99
H2	pre-1950	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5	9542.17
H2	pre-1950	Fuel Oil	No	0.0	0.0	0.0	0.0	0.854289492388	0.0	0.145710507612	0.0	8	26422.94
H2	pre-1950	Natural Gas	No	0.0443374589515	0.0	0.0	0.158516693714	0.632406639253	0.0443374589515	0.0713236449097	0.049078104221	14	43418.14
H2	pre-1950	Other Fuel	No	0.0	0.0	0.0	0.0	0.677411493434	0.0	0.322588506566	0.0	7	11735.57
H3	1950s	Electricity	No	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	1192.46
H3	1950s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	2130.88
H3	1950s	Fuel Oil	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1192.46
H3	1950s	Natural Gas	No	0.0	0.0	0.0	0.0	0.948984658005	0.0	0.0510153419949	0.0	12	22437.76
H3	1950s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1904.28
H3	1960s	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4	7363.14
H3	1960s	Fuel Oil	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	3785.76
H3	1960s	Natural Gas	No	0.130993392791	0.0	0.0	0.130993392791	0.738013214418	0.0	0.0	0.0	9	16267.08
H3	1960s	Other Fuel	No	0.290648000131	0.0	0.0	0.0	0.709351999869	0.0	0.0	0.0	4	7331.48
H3	1960s	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	3785.76
H3	1970s	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5	12039.53
H3	1970s	Natural Gas	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	15	31328.12
H3	1970s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3	5406.43
H3	1970s	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	2130.88
H3	1980s	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3	6075.1
H3	1980s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1144.67
H3	1980s	Natural Gas	No	0.130609683068	0.0	0.0	0.0	0.738780633863	0.0	0.130609683068	0.0	9	16314.87
H3	1980s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3	4420.22
H3	1980s	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3	4468.01
H3	1990s	Electricity	No	0.0	0.0	0.0	0.0	0.860507824781	0.0	0.139492175219	0.0	4	8205.98
H3	1990s	Electricity	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	2384.92
H3	1990s	Natural Gas	No	0.0	0.0	0.0	0.0611636302237	0.938836369776	0.0	0.0	0.0	12	18714.88
H3	1990s	Other Fuel	No	0.0	0.0	0.0	0.0	0.752582422452	0.0	0.247417577548	0.0	4	4626.47
H3	1990s	Propane/LPG	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1192.46
H3	2000s	Electricity	No	0.193246125224	0.0	0.0	0.193246125224	0.613507749551	0.0	0.0	0.0	3	6170.68
H3	2000s	Fuel Oil	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1925.05
H3	2000s	Natural Gas	No	0.109054788582	0.157213953207	0.0	0.0381101631319	0.695621095079	0.0	0.0	0.0	20	30035.82
H3	2000s	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2	3275.55
H3	pre-1950	Electricity	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	1144.67
H3	pre-1950	Fuel Oil	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1	8559.1
H3	pre-1950	Natural Gas	No	0.121249220667	0.0	0.0	0.0	0.830961842949	0.0	0.047788936384	0.0	22	44589.4
H3	pre-1950	Other Fuel	No	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4	13553.87
H1C1 OR	pre-1950	Fuel Oil	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	pre-1950	Natural Gas	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	pre-1950	None	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	pre-1950	None	No	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.0	0.142857142857	0.142857142857	0.142857142857	0	0.0
H1C1 OR	pre-1950	Other Fuel	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	pre-1950	Propane/LPG	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	pre-1950	Propane/LPG	No	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.0	0.142857142857	0.142857142857	0.142857142857	0	0.0
H1C1 OR	1950s	Fuel Oil	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1950s	Natural Gas	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1950s	None	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1950s	None	No	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.0	0.142857142857	0.142857142857	0.142857142857	0	0.0
H1C1 OR	1950s	Other Fuel	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1950s	Propane/LPG	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1950s	Propane/LPG	No	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.0	0.142857142857	0.142857142857	0.142857142857	0	0.0
H1C1 OR	1960s	Fuel Oil	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1960s	Natural Gas	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1960s	None	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1960s	None	No	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.0	0.142857142857	0.142857142857	0.142857142857	0	0.0
H1C1 OR	1960s	Other Fuel	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1960s	Propane/LPG	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1960s	Propane/LPG	No	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.0	0.142857142857	0.142857142857	0.142857142857	0	0.0
H1C1 OR	1970s	Fuel Oil	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1970s	Fuel Oil	No	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.0	0.142857142857	0.142857142857	0.142857142857	0	0.0
H1C1 OR	1970s	Natural Gas	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1970s	None	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1970s	None	No	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.0	0.142857142857	0.142857142857	0.142857142857	0	0.0
H1C1 OR	1970s	Other Fuel	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1970s	Propane/LPG	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1970s	Propane/LPG	No	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.0	0.142857142857	0.142857142857	0.142857142857	0	0.0
H1C1 OR	1980s	Fuel Oil	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1980s	Fuel Oil	No	0.142857142857	0.142857142857	0.142857142857	0.142857142857	0.0	0.142857142857	0.142857142857	0.142857142857	0	0.0
H1C1 OR	1980s	Natural Gas	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
H1C1 OR	1980s	None	Yes	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0
