occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,heating_setpoint,cooling_setpoint
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.192,0.192,0,0.65,0.233,0,0.281,0.647,0.0527,0.614,0.494,0.0963,0,0
0.667,0.343,0.343,0.517,0.15,0,0.717,0.14,0.732,0.105,0,0.232,0.121,0,0
0.667,0.334,0.334,0,0,0,0.917,0.14,0.732,0.117,0,0,0,0,0
0.667,0.322,0.322,0,0,0,0,0.14,0.732,0.129,0,0,0,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.0759,0,0,0.149,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.0845,0,0,0,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0,0.186,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.66,0.0982,0,0.0841,0.149,0,0
0.333,0.234,0.234,0,0,0.483,0,0.281,0.679,0.12,0,0.448,0.215,0,0
0.667,0.548,0.548,0,0,0,0.817,0.14,0.836,0.273,0,0,0.112,0,0
0.667,0.669,0.669,0,0,0,0,0.14,0.849,0.366,0,0,0.335,0,0
0.667,0.677,0.677,0,0.65,0,0,0.14,0.836,0.51,0.792,0,0.0743,0,0
0.667,0.565,0.565,0.767,0.15,0,0,0.14,0.81,0.629,0.143,0,0.0372,0,0
0.667,0.24,0.24,0,0,0,0,0.281,0.66,0.306,0,0,0.297,0,0
0.667,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0,0,0.314,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0424,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0513,0.0513,0,0,0,0,0.281,0.608,0.02,0,0,0,0,0
1,0.0833,0.0833,0,0,0,0,0.281,0.608,0.026,0,0,0,0,0
1,0.253,0.253,0,0,0,0,0.14,0.68,0.0551,0,0,0.448,0,0
0.667,0.316,0.316,0,0,0,0,0.14,0.719,0.074,0,0,0.313,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0527,0,0,0.222,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.264,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0664,0,0,0.292,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.647,0.0724,0,0,0.157,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.0759,0,0,0.112,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.182,0.182,0,0.15,0,0,0.281,0.647,0.0888,0.458,0,0,0,0
0.333,0.196,0.196,0,0.65,0,0,0.281,0.66,0.0982,0.538,0,0.187,0,0
0.667,0.418,0.418,0,0,0,0,0.14,0.797,0.224,0.634,0,0.158,0,0
0.667,0.548,0.548,0.25,0,0,0,0.14,0.836,0.273,0.378,0,0.127,0,0
0.667,0.669,0.669,0,0,0,0,0.14,0.849,0.366,0,0,0.0743,0,0
0.667,0.677,0.677,0,0,0,0,0.14,0.836,0.51,0,0,0.223,0,0
0.667,0.565,0.565,0,0,0,0,0.14,0.81,0.629,0,0,0,0,0
0.667,0.43,0.43,0,0,0,0,0.14,0.758,0.596,0,0,0.0372,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0.25,0,0.233,0,0.421,0.562,0.0159,0,0.424,0,0,0
1,0.253,0.253,0.517,0,0.25,0.217,0.14,0.68,0.0551,0,0.229,0,0,0
1,0.449,0.449,0,0,0,1,0,0.798,0.103,0,0,0,0,0
0.333,0.192,0.192,0,0,0,0.417,0.281,0.647,0.0527,0,0,0,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.0743,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0664,0,0,0.112,0,0
0.333,0.186,0.186,0.25,0,0,0,0.281,0.647,0.0724,0,0,0.186,0,0
0.333,0.181,0.181,1,0,0,0,0.281,0.647,0.0759,0,0,0.186,0,0
0.333,0.18,0.18,0.3,0,0,0,0.281,0.647,0.0845,0,0,0,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0,0.0372,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.66,0.0982,0,0,0.186,0,0
0.333,0.234,0.234,0,0,0,0,0.281,0.679,0.12,0,0,0.105,0,0
1,0.798,0.798,0,0,0,0,0,0.973,0.402,0,0,0.146,0,0
0.667,0.669,0.669,0,0,0,0,0.14,0.849,0.366,0,0,0.269,0,0
0.667,0.677,0.677,0,0,0,0,0.14,0.836,0.51,0,0,0.0372,0,0
0.667,0.565,0.565,0,0,0,0,0.14,0.81,0.629,0,0,0.347,0,0
0.667,0.24,0.24,0,0,0,0,0.281,0.66,0.306,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.112,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0499,0,0,0.167,0,0
1,0.0578,0.0578,0,0,0,0,0.281,0.608,0.031,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.183,0.183,0,0,0,0,0.281,0.64,0.049,0,0,0.281,0,0
0.667,0.334,0.334,0,0,0,0,0.14,0.732,0.128,0,0,0.52,0,0
0.667,0.343,0.343,0,0,0,0,0.14,0.732,0.168,0,0,0.149,-1,1
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0372,-1,1
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0372,-1,1
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0372,-1,1
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.146,0,0,0,-1,1
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.165,0,0,0,-1,1
0.333,0.196,0.196,0,0,0,0,0.281,0.66,0.18,0,0,0.153,-1,1
0.333,0.234,0.234,0,0,0,0,0.281,0.679,0.189,0,0,0.186,-1,1
0.667,0.548,0.548,0.417,0,0,0,0.14,0.836,0.372,0,0,0.0743,0,0
0.667,0.669,0.669,0.1,0,0.483,0,0.14,0.849,0.437,0,0.613,0.223,0,0
0.667,0.677,0.677,0.917,0,0,0.633,0.14,0.836,0.573,0,0.136,0.0743,0,0
1,0.823,0.823,0.367,0,0,1,0,0.934,1,0,0,0.08,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.923,0,0,0.112,0,0
1,0.536,0.536,0,0,0,0,0,0.779,0.582,0,0,0.0372,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.101,0,0,0.0882,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0499,0,0,0,0,0
1,0.0578,0.0578,0,0,0,0,0.281,0.608,0.031,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.123,0,0
1,0.0833,0.0833,0,0,0,0,0.281,0.608,0.0241,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.108,0,0
0.667,0.183,0.183,0,0,0,0,0.281,0.64,0.049,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.343,0.343,0,0,0,0,0.14,0.732,0.168,0,0,0.19,-1,1
0.667,0.334,0.334,0,0,0,0,0.14,0.732,0.198,0,0,0.242,-1,1
0.667,0.322,0.322,0,0,0,0,0.14,0.732,0.217,0,0,0.351,-1,1
0.667,0.313,0.313,0,0,0,0,0.14,0.732,0.233,0,0,0.184,-1,1
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.146,0,0,0.0743,-1,1
0.667,0.182,0.182,0,0,0,0,0.281,0.647,0.165,0,0,0.149,-1,1
0.667,0.196,0.196,0,0,0,0,0.281,0.66,0.18,0,0,0.0372,-1,1
0.667,0.418,0.418,0,0,0,0,0.14,0.797,0.36,0,0,0.186,-1,1
0.667,0.548,0.548,0,0,0,0,0.14,0.836,0.372,0.1,0,0.186,0,0
0.667,0.669,0.669,0,0.817,0,0,0.14,0.849,0.437,0.438,0,0.149,0,0
0.667,0.677,0.677,0,0.25,0,0,0.14,0.836,0.573,0,0,0.0372,0,0
0.667,0.565,0.565,0,0,0,0,0.14,0.81,0.673,0,0,0.119,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.923,0,0,0.206,0,0
1,0.374,0.374,0,0,0,0,0.14,0.706,0.394,0,0,0.223,0,0
1,0.183,0.183,0,0,0,0,0.14,0.667,0.183,0,0,0.166,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0502,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.145,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0664,0,0,0.0978,0,0
0.667,0.322,0.322,0,0,0,0,0.14,0.732,0.129,0,0,0,0,0
0.667,0.313,0.313,0,0,0,0,0.14,0.732,0.136,0,0,0.0887,0,0
0.667,0.311,0.311,0,0,0,0,0.14,0.732,0.153,0,0,0.115,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0,0.149,0,0
0.333,0.196,0.196,0,0,0.717,0,0.281,0.66,0.0982,0,0.511,0.149,0,0
0.667,0.418,0.418,0,0,0,0.483,0.14,0.797,0.224,0,0,0.52,0,0
0.667,0.548,0.548,0,0,0,0.867,0.14,0.836,0.273,0,0,0.372,0,0
0.667,0.669,0.669,0,0.4,0,0,0.14,0.849,0.366,0.508,0,0.301,0,0
1,0.991,0.991,0,0.667,0.233,0,0,0.973,0.758,0.139,0.635,0,0,0
0.667,0.565,0.565,0,0,0,0.533,0.14,0.81,0.629,0,0.601,0.0372,0,0
0.667,0.43,0.43,0,0,0,0,0.14,0.758,0.596,0,0,0.117,0,0
1,0.536,0.536,0,0,0,0,0,0.779,0.536,0,0,0.368,0,0
1,0.183,0.183,0,0,0,0,0.14,0.667,0.16,0,0,0.221,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.253,0.253,0,0,0,0,0.14,0.68,0.0551,0,0,0.271,0,0
0.667,0.316,0.316,0,0,0,0,0.14,0.719,0.074,0,0,0,0,0
0.667,0.192,0.192,0,0,0,0,0.281,0.647,0.0527,0,0,0.0372,0,0
0.667,0.343,0.343,0,0,0,0,0.14,0.732,0.105,0,0.106,0.263,0,0
0.667,0.334,0.334,0,0,0.717,0,0.14,0.732,0.117,0,0.508,0.118,0,0
0.333,0.186,0.186,0,0,0,0.733,0.281,0.647,0.0724,0,0.454,0.0372,0,0
0.333,0.181,0.181,0,0,0,0.9,0.281,0.647,0.0759,0,0.731,0,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.0845,0,0.633,0,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0,0.322,0,0
0.667,0.343,0.343,0,0,0,0,0.14,0.758,0.181,0,0,0.0173,0,0
0.333,0.234,0.234,0,0,0,0,0.281,0.679,0.12,0,0,0.186,0,0
0.333,0.299,0.299,0,0.15,0,0,0.281,0.699,0.145,0.391,0,0.297,0,0
0.667,0.669,0.669,0,0.65,0,0,0.14,0.849,0.366,0.653,0,0.149,0,0
0.667,0.677,0.677,0,0,0,0,0.14,0.836,0.51,0.173,0,0.149,0,0
0.667,0.565,0.565,0,0,0,0,0.14,0.81,0.629,0,0,0.26,0,0
0.667,0.24,0.24,0,0,0,0,0.281,0.66,0.306,0,0,0,0,0
1,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0,0,0.0372,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.112,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.112,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.151,0.151,0,0,0,0,0.281,0.621,0.0355,0,0,0.203,0,0
1,0.316,0.316,0,0,0,0,0.14,0.719,0.074,0,0,0.0697,0,0
0.667,0.334,0.334,0,0,0,0,0.14,0.732,0.0895,0,0,0.414,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.247,0,0
0.333,0.192,0.192,0.25,0,0,0,0.281,0.647,0.0664,0,0,0.163,0,0
0.667,0.322,0.322,0.5,0,0,0,0.14,0.732,0.129,0,0,0.135,0,0
0.667,0.313,0.313,0.0167,0,0,0,0.14,0.732,0.136,0,0,0.112,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0743,0,0
0.333,0.0495,0.0495,0.25,0,0.233,0,0.421,0.562,0.0159,0,0.502,0.0372,0,0
0.667,0.343,0.343,0,0,0,0.967,0.14,0.758,0.181,0,0,0.0372,0,0
1,0.602,0.602,0,0,0,0.117,0,0.915,0.327,0,0,0.149,0,0
0.667,0.548,0.548,0.25,0,0,0,0.14,0.836,0.273,0,0,0.149,0,0
0.667,0.669,0.669,0,0,0,0,0.14,0.849,0.366,0,0,0.223,0,0
0.667,0.677,0.677,0,0,0.483,0,0.14,0.836,0.51,0,0.124,0.315,0,0
1,0.565,0.565,0,0,0,0.267,0.14,0.81,0.629,0,0,0.112,0,0
1,0.24,0.24,0,0,0,0,0.281,0.66,0.306,0,0,0.535,0,0
1,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0,0,0.111,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0833,0.0833,0.25,0,0,0,0.281,0.608,0.026,0,0,0.194,0,0
0.667,0.253,0.253,0,0,0,0,0.14,0.68,0.0551,0,0,0.118,0,0
0.333,0.183,0.183,0.517,0,0,0,0.281,0.64,0.0449,0,0,0,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0527,0,0,0,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.0743,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0664,0,0,0.297,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.647,0.0724,0,0,0.0372,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.0759,0,0,0.112,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.0845,0,0,0.0372,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0,0.0372,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.66,0.0982,0,0,0.0372,0,0
0.667,0.418,0.418,0,0,0,0,0.14,0.797,0.224,0,0,0.112,0,0
0.667,0.548,0.548,0,0,0,0,0.14,0.836,0.273,0.204,0,0.0372,0,0
1,0.979,0.979,0,0.8,0,0,0,0.993,0.541,0.753,0,0.149,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0.149,0,0
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0,0,0
0.667,0.43,0.43,0,0,0,0,0.14,0.758,0.596,0,0,0.267,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.281,0.608,0.0183,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0532,0.0532,0,0,0,0,0.14,0.654,0.0242,0,0,0.268,0,0
1,0.0833,0.0833,0,0,0,0,0.281,0.608,0.026,0,0,0.324,0,0
1,0.151,0.151,0.25,0,0,0,0.281,0.621,0.0355,0,0,0.133,0,0
1,0.316,0.316,0,0,0,0,0.14,0.719,0.074,0,0,0.228,0,0
0.667,0.192,0.192,0,0,0,0,0.281,0.647,0.0527,0,0,0.421,0,0
0.667,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.403,0,0
0.667,0.192,0.192,0,0,0,0,0.281,0.647,0.0664,0,0,0.132,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.186,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.0759,0,0,0.158,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.0845,0,0,0,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0,0.224,0,0
1,0.343,0.343,0,0,0,0,0.14,0.758,0.181,0,0,0.43,0,0
1,0.602,0.602,0,0,0,0,0,0.915,0.327,0.243,0,0.497,0,0
0.667,0.548,0.548,0,0.9,0,0,0.14,0.836,0.273,0.481,0,0.52,0,0
0.667,0.669,0.669,0,0.45,0,0,0.14,0.849,0.366,0,0,0.113,0,0
0.333,0.363,0.363,0,0,0.233,0,0.281,0.699,0.263,0,0.382,0.112,0,0
0.333,0.307,0.307,0,0,0,0.533,0.281,0.686,0.322,0,0,0,0,0
0.667,0.43,0.43,0,0,0,0,0.14,0.758,0.596,0,0,0,0,0
0.667,0.374,0.374,0,0,0,0,0.14,0.706,0.363,0,0,0.0743,0,0
0.667,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0867,0,0
1,0.0578,0.0578,0,0,0,0,0.281,0.608,0.031,0,0,0.0347,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.14,0,0
1,0.0532,0.0532,0.917,0,0,0,0.14,0.654,0.0249,0,0,0.222,0,0
1,0.117,0.117,0.633,0,0,0,0.14,0.654,0.0301,0,0,0.199,0,0
1,0.355,0.355,0,0,0,0,0,0.74,0.0619,0,0,0.0797,0,0
1,0.449,0.449,0,0,0,0,0,0.798,0.111,0,0,0.111,0,0
1,0.477,0.477,0,0,0,0,0,0.818,0.183,0,0,0.438,0,0
1,0.49,0.49,0,0,0,0,0,0.818,0.242,0,0,0.483,-1,1
0.667,0.334,0.334,0,0,0,0,0.14,0.732,0.198,0,0,0.394,-1,1
0.667,0.322,0.322,0,0,0,0,0.14,0.732,0.217,0,0,0.34,-1,1
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.125,0,0,0.216,-1,1
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.146,0,0,0,-1,1
0.333,0.182,0.182,0.167,0,0,0,0.281,0.647,0.165,0,0,0.0743,-1,1
0.333,0.196,0.196,0.0833,0,0,0,0.281,0.66,0.18,0,0,0.335,-1,1
0.333,0.234,0.234,0,0,0,0,0.281,0.679,0.189,0,0,0.0743,-1,1
0.667,0.299,0.299,0,0,0,0,0.281,0.699,0.195,0,0,0.0743,0,0
0.667,0.359,0.359,0,0,0,0,0.281,0.705,0.228,0,0.0749,0.0372,0,0
0.667,0.363,0.363,0,0,0.717,0,0.281,0.699,0.296,0,0.56,0.0743,0,0
